,Tag,Zeit,Temp,Raum,Anzahl
3621,21,12.0943851,12.0,4C-01.1,0.0
3622,21,12.0961752,12.0,4C-01.1,0.0
3623,21,12.0978842,12.0,4C-01.1,0.0
3624,21,12.0996256,12.0,4C-01.1,0.0
3625,21,12.1013184,12.0,4C-01.1,0.0
3626,21,12.1029949,12.0,4C-01.1,0.0
3627,21,12.1047688,12.0,4C-01.1,0.0
3628,21,12.1065922,12.0,4C-01.1,0.0
3629,21,12.1084146,12.0,4C-01.1,0.0
3630,21,12.1103678,12.0,4C-01.1,0.0
3631,21,12.1120768,12.0,4C-01.1,0.0
3632,21,12.11377,12.0,4C-01.1,0.0
3633,21,12.1155758,12.0,4C-01.1,0.0
3634,21,12.1172695,12.0,4C-01.1,0.0
3635,21,12.1192551,12.0,4C-01.1,0.0
3636,21,12.1209793,12.0,4C-01.1,0.0
3637,21,12.1226883,12.0,4C-01.1,0.0
3638,21,12.1244144,12.0,4C-01.1,0.0
3639,21,12.1261721,12.0,4C-01.1,0.0
3640,21,12.1278477,12.0,4C-01.1,0.0
3641,21,12.1295242,12.0,4C-01.1,0.0
3642,21,12.1312656,12.0,4C-01.1,0.0
3643,21,12.1330242,12.0,4C-01.1,0.0
3644,21,12.1347332,12.0,4C-01.1,0.0
3645,21,12.1365566,12.0,4C-01.1,0.0
3646,21,12.1382484,12.0,4C-01.1,0.0
3647,21,12.1399574,12.0,4C-01.1,0.0
3648,21,12.1416988,12.0,4C-01.1,0.0
3649,21,12.1434727,12.0,4C-01.1,0.0
3650,21,12.1451817,12.0,4C-01.1,0.0
3651,21,12.1468754,12.0,4C-01.1,0.0
3652,21,12.1486492,12.0,4C-01.1,0.0
3653,21,12.150423,12.0,4C-01.1,0.0
3654,21,12.1522293,12.0,4C-01.1,0.0
3655,21,12.1540527,12.0,4C-01.1,0.0
3656,21,12.1558437,12.0,4C-01.1,0.0
3657,21,12.1576328,12.0,4C-01.1,0.0
3658,21,12.159359,12.0,4C-01.1,0.0
3659,21,12.1611,12.0,4C-01.1,0.0
3660,21,12.16289,12.0,4C-01.1,0.0
3661,21,12.1650229,12.0,4C-01.1,0.0
3662,21,12.1667318,12.0,4C-01.1,0.0
3663,21,12.1685219,12.0,4C-01.1,0.0
3664,21,12.1702309,12.0,4C-01.1,0.0
3665,21,12.1719894,12.0,4C-01.1,0.0
3666,21,12.1738281,12.0,4C-01.1,0.0
3667,21,12.1756344,12.0,4C-01.1,0.0
3668,21,12.1774254,12.0,4C-01.1,0.0
3669,21,12.1792479,12.0,4C-01.1,0.0
3670,21,12.1809731,12.0,4C-01.1,0.0
3671,21,12.182682,12.0,4C-01.1,0.0
3672,21,12.1844234,12.0,4C-01.1,0.0
3673,21,12.1861649,12.0,4C-01.1,0.0
3674,21,12.1878738,12.0,4C-01.1,0.0
3675,21,12.1896973,12.0,4C-01.1,0.0
3676,21,12.1914063,12.0,4C-01.1,0.0
3677,21,12.19414,12.0,4C-01.1,0.0
3678,21,12.1958656,12.0,4C-01.1,0.0
3679,21,12.1976566,12.0,4C-01.1,0.0
3680,21,12.1993332,12.0,4C-01.1,0.0
3681,21,12.2009926,12.0,4C-01.1,0.0
3682,21,12.2027836,12.0,4C-01.1,0.0
3683,21,12.2045736,12.0,4C-01.1,0.0
3684,21,12.2063961,12.0,4C-01.1,0.0
3685,21,12.2081547,12.0,4C-01.1,0.0
3686,21,12.2099123,12.0,4C-01.1,0.0
3687,21,12.2116537,12.0,4C-01.1,0.0
3688,21,12.2134113,12.0,4C-01.1,0.0
3689,21,12.2152023,12.0,4C-01.1,0.0
3690,21,12.2170248,12.0,4C-01.1,0.0
3691,21,12.2187986,12.0,4C-01.1,0.0
3692,21,12.2205734,12.0,4C-01.1,0.0
3693,21,12.22233,12.0,4C-01.1,0.0
3694,21,12.2240887,12.0,4C-01.1,0.0
3695,21,12.2258463,12.0,4C-01.1,0.0
3696,21,12.2276211,12.0,4C-01.1,0.0
3697,21,12.22933,12.0,4C-01.1,0.0
3698,21,12.2311192,12.0,4C-01.1,0.0
3699,21,12.2328453,12.0,4C-01.1,0.0
3700,21,12.2345371,12.0,4C-01.1,0.0
3701,21,12.2363281,12.0,4C-01.1,0.0
3702,21,12.2380533,12.0,4C-01.1,0.0
3703,21,12.2398281,12.0,4C-01.1,0.0
3704,21,12.2416344,12.0,4C-01.1,0.0
3705,21,12.2434406,12.0,4C-01.1,0.0
3706,21,12.2452641,12.0,4C-01.1,0.0
3707,21,12.2470541,12.0,4C-01.1,0.0
3708,21,12.2488613,12.0,4C-01.1,0.0
3709,21,12.250618,12.0,4C-01.1,0.0
3710,21,12.2523928,12.0,4C-01.1,0.0
3711,21,12.25415,12.0,4C-01.1,0.0
3712,21,12.2558432,12.0,4C-01.1,0.0
3713,21,12.2576008,12.0,4C-01.1,0.0
3714,21,12.259407,12.0,4C-01.1,0.0
3715,21,12.2611485,12.0,4C-01.1,0.0
3716,21,12.262907,12.0,4C-01.1,0.0
3717,21,12.2646646,12.0,4C-01.1,0.0
3718,21,12.2664223,12.0,4C-01.1,0.0
3719,21,12.2681637,12.0,4C-01.1,0.0
3720,21,12.2699223,12.0,4C-01.1,0.0
3721,21,12.2716141,12.0,4C-01.1,0.0
3722,21,12.2734375,12.0,4C-01.1,0.0
3723,21,12.2752285,12.0,4C-01.1,0.0
3724,21,12.27697,12.0,4C-01.1,0.0
3725,21,12.2787437,12.0,4C-01.1,0.0
3726,21,12.2805176,12.0,4C-01.1,0.0
3727,21,12.2821941,12.0,4C-01.1,0.0
3728,21,12.283968,12.0,4C-01.1,0.0
3729,21,12.2856445,12.0,4C-01.1,0.0
3730,21,12.2874022,12.0,4C-01.1,0.0
3731,21,12.28916,12.0,4C-01.1,0.0
3732,21,12.2909184,12.0,4C-01.1,0.0
3733,21,12.2926922,12.0,4C-01.1,0.0
3734,21,12.29445,12.0,4C-01.1,0.0
3735,21,12.2962246,12.0,4C-01.1,0.0
3736,21,12.2979984,12.0,4C-01.1,0.0
3737,21,12.2997723,12.0,4C-01.1,0.0
3738,21,12.3015461,12.0,4C-01.1,0.0
3739,21,12.3032227,12.0,4C-01.1,0.0
3740,21,12.3049965,12.0,4C-01.1,0.0
3741,21,12.3067551,12.0,4C-01.1,0.0
3742,21,12.3085289,12.0,4C-01.1,0.0
3743,21,12.3103189,12.0,4C-01.1,0.0
3744,21,12.312109,12.0,4C-01.1,0.0
3745,21,12.3139,12.0,4C-01.1,0.0
3746,21,12.3157063,12.0,4C-01.1,0.0
3747,21,12.31748,12.0,4C-01.1,0.0
3748,21,12.3192873,12.0,4C-01.1,0.0
3749,21,12.32111,12.0,4C-01.1,0.0
3750,21,12.3228836,12.0,4C-01.1,0.0
3751,21,12.3245926,12.0,4C-01.1,0.0
3752,21,12.326416,12.0,4C-01.1,0.0
3753,21,12.328207,12.0,4C-01.1,0.0
3754,21,12.3300133,12.0,4C-01.1,0.0
3755,21,12.33169,12.0,4C-01.1,0.0
3756,21,12.3335123,12.0,4C-01.1,0.0
3757,21,12.3352871,12.0,4C-01.1,0.0
3758,21,12.33711,12.0,4C-01.1,0.0
3759,21,12.3389,12.0,4C-01.1,0.0
3760,21,12.3406734,12.0,4C-01.1,0.0
3761,21,12.3424807,12.0,4C-01.1,0.0
3762,21,12.3442869,12.0,4C-01.1,0.0
3763,21,12.34598,12.0,4C-01.1,0.0
3764,21,12.3477707,12.0,4C-01.1,0.0
3765,21,12.349577,12.0,4C-01.1,0.0
3766,21,12.3514,12.0,4C-01.1,0.0
3767,21,12.353076,12.0,4C-01.1,0.0
3768,21,12.3548832,12.0,4C-01.1,0.0
3769,21,12.356657,12.0,4C-01.1,0.0
3770,21,12.3584633,21.0,4C-01.1,5.0
3771,21,12.3601561,21.0,4C-01.1,5.0
3772,21,12.3619633,12.0,4C-01.1,0.0
3773,21,12.3637533,12.0,4C-01.1,0.0
3774,21,12.3654461,12.0,4C-01.1,0.0
3775,21,12.3671713,21.0,4C-01.1,5.0
3776,21,12.3689289,21.0,4C-01.1,5.0
3777,21,12.37072,12.0,4C-01.1,0.0
3778,21,12.37251,12.0,4C-01.1,0.0
3779,21,12.3743,12.0,4C-01.1,0.0
3780,21,12.376091,12.0,4C-01.1,0.0
3781,21,12.3778324,12.0,4C-01.1,0.0
3782,21,12.3795242,12.0,4C-01.1,0.0
3783,21,12.381299,12.0,4C-01.1,0.0
3784,21,12.3830729,12.0,4C-01.1,0.0
3785,21,12.3848476,12.0,4C-01.1,0.0
3786,21,12.3866215,12.0,4C-01.1,0.0
3787,21,12.3883133,12.0,4C-01.1,0.0
3788,21,12.3901043,12.0,4C-01.1,0.0
3789,21,12.3918619,12.0,4C-01.1,0.0
3790,21,12.3936844,12.0,4C-01.1,0.0
3791,21,12.3955078,12.0,4C-01.1,0.0
3792,21,12.3973141,12.0,4C-01.1,0.0
3793,21,12.3991213,12.0,4C-01.1,0.0
3794,21,12.4008141,12.0,4C-01.1,0.0
3795,21,12.4025879,12.0,4C-01.1,0.0
3796,21,12.4042645,12.0,4C-01.1,0.0
3797,21,12.4060545,12.0,4C-01.1,0.0
3798,21,12.407877,12.0,4C-01.1,0.0
3799,21,12.4097,12.0,4C-01.1,0.0
3800,21,12.4113932,12.0,4C-01.1,0.0
3801,21,12.413168,12.0,4C-01.1,0.0
3802,21,12.414957,12.0,4C-01.1,0.0
3803,21,12.41678,12.0,4C-01.1,0.0
3804,21,12.4186039,12.0,4C-01.1,0.0
3805,21,12.4203939,12.0,4C-01.1,0.0
3806,21,12.422184,12.0,4C-01.1,0.0
3807,21,12.4239578,12.0,4C-01.1,0.0
3808,21,12.4257326,12.0,4C-01.1,0.0
3809,21,12.42749,12.0,4C-01.1,0.0
3810,21,12.4292812,12.0,4C-01.1,0.0
3811,21,12.43107,12.0,4C-01.1,0.0
3812,21,12.4328938,12.0,4C-01.1,0.0
3813,21,12.4347,12.0,4C-01.1,0.0
3814,21,12.4364262,12.0,4C-01.1,0.0
3815,21,12.4382,12.0,4C-01.1,0.0
3816,21,12.4399576,12.0,4C-01.1,0.0
3817,21,12.4417152,12.0,4C-01.1,0.0
3818,21,12.4434891,12.0,4C-01.1,0.0
3819,21,12.4452639,12.0,4C-01.1,0.0
3820,21,12.4470539,12.0,4C-01.1,0.0
3821,21,12.4488277,12.0,4C-01.1,0.0
3822,21,12.45083,12.0,4C-01.1,0.0
3823,21,12.4526529,12.0,4C-01.1,0.0
3824,21,12.4543295,12.0,4C-01.1,0.0
3825,21,12.4561367,12.0,4C-01.1,0.0
3826,21,12.4579105,12.0,4C-01.1,0.0
3827,21,12.4597168,12.0,4C-01.1,0.0
3828,21,12.4614744,12.0,4C-01.1,0.0
3829,21,12.463232,12.0,4C-01.1,0.0
3830,21,12.4651041,12.0,4C-01.1,0.0
3831,21,12.4668941,12.0,4C-01.1,0.0
3832,21,12.4686356,12.0,4C-01.1,0.0
3833,21,12.47041,12.0,4C-01.1,0.0
3834,21,12.4722166,12.0,4C-01.1,0.0
3835,21,12.473959,12.0,4C-01.1,0.0
3836,21,12.475668,12.0,4C-01.1,0.0
3837,21,12.4774742,12.0,4C-01.1,0.0
3838,21,12.4791994,12.0,4C-01.1,0.0
3839,21,12.480875,12.0,4C-01.1,0.0
3840,21,12.482666,12.0,4C-01.1,0.0
3841,21,12.4844236,12.0,4C-01.1,0.0
3842,21,12.4861984,12.0,4C-01.1,0.0
3843,21,12.4880209,12.0,4C-01.1,0.0
3844,21,12.4896975,12.0,4C-01.1,0.0
3845,21,12.4914551,12.0,4C-01.1,0.0
3846,21,12.4932613,12.0,4C-01.1,0.0
3847,21,12.4950027,12.0,4C-01.1,0.0
3848,21,12.4967289,12.0,4C-01.1,0.0
3849,21,12.4985189,12.0,4C-01.1,0.0
3850,21,12.5002928,12.0,4C-01.1,0.0
3851,21,12.5020676,12.0,4C-01.1,0.0
3852,21,12.5038242,12.0,4C-01.1,0.0
3853,21,12.505599,12.0,4C-01.1,0.0
3854,21,12.5074062,12.0,4C-01.1,0.0
3855,21,12.50918,12.0,4C-01.1,0.0
3856,21,12.5109539,12.0,4C-01.1,0.0
3857,21,12.5127115,12.0,4C-01.1,0.0
3858,21,12.5144863,12.0,4C-01.1,0.0
3859,21,12.5162754,12.0,4C-01.1,0.0
3860,21,12.5180988,12.0,4C-01.1,0.0
3861,21,12.5198727,12.0,4C-01.1,0.0
3862,21,12.5216961,12.0,4C-01.1,0.0
3863,21,12.52347,12.0,4C-01.1,0.0
3864,21,12.5252438,12.0,4C-01.1,0.0
3865,21,12.5270672,12.0,4C-01.1,0.0
3866,21,12.528841,12.0,4C-01.1,0.0
3867,21,12.530632,12.0,4C-01.1,0.0
3868,21,12.5324221,12.0,4C-01.1,0.0
3869,21,12.534277,12.0,4C-01.1,0.0
3870,21,12.5359707,12.0,4C-01.1,0.0
3871,21,12.5376463,12.0,4C-01.1,0.0
3872,21,12.5393066,12.0,4C-01.1,0.0
3873,21,12.5410976,12.0,4C-01.1,0.0
3874,21,12.5428867,12.0,4C-01.1,0.0
3875,21,12.5446615,12.0,4C-01.1,0.0
3876,21,12.5464029,12.0,4C-01.1,0.0
3877,21,12.548193,12.0,4C-01.1,0.0
3878,21,12.55,12.0,4C-01.1,0.0
3879,21,12.5518064,12.0,4C-01.1,0.0
3880,21,12.5534992,12.0,4C-01.1,0.0
3881,21,12.5552578,12.0,4C-01.1,0.0
3882,21,12.5569668,12.0,4C-01.1,0.0
3883,21,12.5587559,12.0,4C-01.1,0.0
3884,21,12.560482,12.0,4C-01.1,0.0
3885,21,12.56224,12.0,4C-01.1,0.0
3886,21,12.5639324,12.0,4C-01.1,0.0
3887,21,12.5657387,12.0,4C-01.1,0.0
3888,21,12.56753,12.0,4C-01.1,0.0
3889,21,12.5693035,12.0,4C-01.1,0.0
3890,21,12.57111,12.0,4C-01.1,0.0
3891,21,12.572916,12.0,4C-01.1,0.0
3892,21,12.574707,12.0,4C-01.1,0.0
3893,21,12.5763836,12.0,4C-01.1,0.0
3894,21,12.5781736,12.0,4C-01.1,0.0
3895,21,12.5799637,12.0,4C-01.1,0.0
3896,21,12.58164,12.0,4C-01.1,0.0
3897,21,12.5834475,12.0,4C-01.1,0.0
3898,21,12.58527,12.0,4C-01.1,0.0
3899,21,12.5870285,12.0,4C-01.1,0.0
3900,21,12.5887375,12.0,4C-01.1,0.0
3901,21,12.5904617,12.0,4C-01.1,0.0
3902,21,12.5921555,12.0,4C-01.1,0.0
3903,21,12.5938969,12.0,4C-01.1,0.0
3904,21,12.5956059,12.0,4C-01.1,0.0
3905,21,12.59738,12.0,4C-01.1,0.0
3906,21,12.5990562,12.0,4C-01.1,0.0
3907,21,12.6007481,12.0,4C-01.1,0.0
3908,21,12.6024418,12.0,4C-01.1,0.0
3909,21,12.6042643,12.0,4C-01.1,0.0
3910,21,12.605957,12.0,4C-01.1,0.0
3911,21,12.60765,12.0,4C-01.1,0.0
3912,21,12.6093588,12.0,4C-01.1,0.0
3913,21,12.6110678,12.0,4C-01.1,0.0
3914,21,12.6127605,12.0,4C-01.1,0.0
3915,21,12.6144533,12.0,4C-01.1,0.0
3916,21,12.6162109,12.0,4C-01.1,0.0
3917,21,12.6178875,12.0,4C-01.1,0.0
3918,21,12.6196938,12.0,4C-01.1,0.0
3919,21,12.6215,12.0,4C-01.1,0.0
3920,21,12.623291,12.0,4C-01.1,0.0
3921,21,12.6250162,12.0,4C-01.1,0.0
3922,21,12.6268387,12.0,4C-01.1,0.0
3923,21,12.6295242,12.0,4C-01.1,0.0
3924,21,12.6313314,12.0,4C-01.1,0.0
3925,21,12.6331053,12.0,4C-01.1,0.0
3926,21,12.63483,12.0,4C-01.1,0.0
3927,21,12.6366367,12.0,4C-01.1,0.0
3928,21,12.6383457,12.0,4C-01.1,0.0
3929,21,12.6400394,12.0,4C-01.1,0.0
3930,21,12.6417313,12.0,4C-01.1,0.0
3931,21,12.6434574,12.0,4C-01.1,0.0
3932,21,12.6451492,12.0,4C-01.1,0.0
3933,21,12.646924,12.0,4C-01.1,0.0
3934,21,12.6486654,12.0,4C-01.1,0.0
3935,21,12.6504726,12.0,4C-01.1,0.0
3936,21,12.6522465,12.0,4C-01.1,0.0
3937,21,12.6539555,12.0,4C-01.1,0.0
3938,21,12.6556473,12.0,4C-01.1,0.0
3939,21,12.6574383,12.0,4C-01.1,0.0
3940,21,12.659277,12.0,4C-01.1,0.0
3941,21,12.6609859,12.0,4C-01.1,0.0
3942,21,12.6627932,12.0,4C-01.1,0.0
3943,21,12.664567,12.0,4C-01.1,0.0
3944,21,12.666357,12.0,4C-01.1,0.0
3945,21,12.668539,12.0,4C-01.1,0.0
3946,21,12.670248,12.0,4C-01.1,0.0
3947,21,12.67194,12.0,4C-01.1,0.0
3948,21,12.6738443,12.0,4C-01.1,0.0
3949,21,12.6738443,12.0,4C-01.1,0.0
3950,21,12.6755857,12.0,4C-01.1,0.0
3951,21,12.6755857,12.0,4C-01.1,0.0
3956,21,12.6860838,12.0,5C-15,0.0
3957,21,12.6860838,12.0,5C-15,0.0
3958,21,12.6877766,12.0,5C-15,0.0
3959,21,12.6877766,12.0,5C-15,0.0
3974,21,14.4366379,12.0,5C-15,0.0
3975,21,14.4383469,12.0,5C-15,0.0
3976,21,14.4400558,12.0,Küche 5. OG,0.0
3977,21,14.44178,12.0,Küche 5. OG,0.0
3978,21,14.4600754,12.0,Küche 5. OG,0.0
3979,21,14.4617844,12.0,Küche 5. OG,0.0
3980,21,14.4634762,12.0,5C-15,0.0
3981,21,14.46517,12.0,5C-15,0.0
3993,21,14.7189293,12.0,5C-15,0.0
3994,21,14.7206211,12.0,5C-15,0.0
3995,21,14.72233,12.0,Küche 5. OG,0.0
3996,21,14.7240067,21.0,Küche 5. OG,5.0
3997,21,14.74362,21.0,Küche 5. OG,5.0
3998,21,14.7453451,12.0,Küche 5. OG,0.0
3999,21,14.7470541,12.0,5C-15,0.0
4000,21,14.7488613,12.0,5C-15,0.0
4013,21,16.1786613,12.0,5C-15,0.0
4014,21,16.1803551,12.0,5C-15,0.0
4015,21,16.1820641,12.0,Küche 5. OG,0.0
4016,21,16.1838226,12.0,Küche 5. OG,0.0
4017,21,16.2020512,12.0,Küche 5. OG,0.0
4018,21,16.20376,12.0,Küche 5. OG,0.0
4019,21,16.2054367,12.0,5C-15,0.0
4020,21,16.20716,12.0,5C-15,0.0
4070,21,16.6851082,12.0,5C-15,0.0
4071,21,16.68527,12.0,5C-15,0.0
4072,21,16.6868,12.0,Vorraum 5C-15,0.0
4073,21,16.68698,12.0,Vorraum 5C-15,0.0
4074,21,16.688509,12.0,5C-01.1,0.0
4075,21,16.6886711,12.0,5C-01.1,0.0
4079,21,16.7169113,12.0,5C-01.1,0.0
4080,21,16.7173653,12.0,5C-01.1,0.0
4081,21,16.7186031,12.0,Vorraum 5C-15,0.0
4082,21,16.719059,12.0,Vorraum 5C-15,0.0
4083,21,16.7203789,12.0,Vorraum 5C-15,0.0
4085,21,16.7222176,12.0,5C-15,0.0
4086,21,16.722641,12.0,5C-15,0.0
4103,21,17.065918,12.0,5C-15,0.0
4104,21,17.0677071,12.0,Vorraum 5C-15,0.0
4106,21,17.0783539,12.0,4C-01.1,0.0
4107,21,17.08011,12.0,4C-01.1,0.0
4108,21,17.0818672,12.0,4C-01.2,0.0
4109,21,17.08366,12.0,Flur 4. OG Übergang,0.0
4110,21,17.0854988,12.0,Flur 4. OG Übergang,0.0
4111,22,8.909815,12.0,Flur 4. OG Übergang,0.0
4112,22,8.911508,12.0,Flur 4. OG Übergang,0.0
4113,22,8.913281,12.0,4C-01.2,0.0
4114,22,8.91512,12.0,4C-01.1,0.0
4116,22,8.918766,12.0,4C-01.1,0.0
4119,22,8.92928,12.0,5C-15,0.0
4133,22,11.1307621,12.0,5C-15,0.0
4134,22,11.1324873,12.0,5C-15,0.0
4135,22,11.1342287,12.0,Küche 5. OG,0.0
4136,22,11.1359539,12.0,Küche 5. OG,0.0
4137,22,11.209424,12.0,Küche 5. OG,0.0
4138,22,11.211133,12.0,Küche 5. OG,0.0
4139,22,11.212842,12.0,5C-15,0.0
4140,22,11.2145672,12.0,5C-15,0.0
4141,22,11.2162762,12.0,5C-15,0.0
4167,22,12.1072426,12.0,5C-15,0.0
4168,22,12.108366,12.0,5C-15,0.0
4169,22,12.1090488,12.0,5C-15,0.0
4170,22,12.1101074,12.0,5C-15,0.0
4175,22,12.1204433,12.0,4C-01.1,0.0
4176,22,12.1207848,12.0,4C-01.1,0.0
4177,22,12.1222324,12.0,4C-01.1,0.0
4178,22,12.1225748,12.0,4C-01.1,0.0
4179,22,12.1240559,12.0,4C-01.1,0.0
4180,22,12.1254234,12.0,4C-01.2,0.0
4181,22,12.12583,12.0,4C-01.2,0.0
4182,22,12.1272793,12.0,Flur 4. OG Übergang,0.0
4183,22,12.1276035,12.0,Flur 4. OG Übergang,0.0
4184,22,12.1290531,12.0,Flur 4. OG Übergang,0.0
4185,22,12.722086,12.0,Flur 4. OG Übergang,0.0
4186,22,12.72378,12.0,Flur 4. OG Übergang,0.0
4187,22,12.7255535,12.0,4C-01.2,0.0
4188,22,12.7272625,12.0,4C-01.1,0.0
4189,22,12.7289877,12.0,4C-01.1,0.0
4190,22,12.7307129,12.0,4C-01.1,0.0
4193,22,12.741293,12.0,5C-15,0.0
4194,22,12.7439127,12.0,5C-15,0.0
4214,22,12.7950039,12.0,5C-15,0.0
4215,22,12.7963047,12.0,5C-15,0.0
4216,22,12.7968264,12.0,5C-15,0.0
4217,22,12.798193,12.0,Vorraum 5C-15,0.0
4218,22,12.798666,12.0,Vorraum 5C-15,0.0
4219,22,12.799902,12.0,5C-01.1,0.0
4220,22,12.8004723,12.0,5C-01.1,0.0
4223,22,12.8274412,12.0,5C-01.1,0.0
4224,22,12.8277836,12.0,5C-01.1,0.0
4225,22,12.8292637,12.0,Vorraum 5C-15,0.0
4226,22,12.82946,12.0,Vorraum 5C-15,0.0
4227,22,12.8311033,12.0,5C-15,0.0
4228,22,12.8312826,12.0,5C-15,0.0
4298,22,16.3096676,12.0,5C-15,0.0
4299,22,16.3115082,12.0,5C-15,0.0
4300,22,16.3133469,12.0,Küche 5. OG,0.0
4301,22,16.33286,12.0,Küche 5. OG,0.0
4302,22,16.33462,12.0,Küche 5. OG,0.0
4303,22,16.3363113,12.0,5C-15,0.0
4304,22,16.3380051,12.0,5C-15,0.0
4373,22,17.46455,12.0,5C-15,0.0
4374,22,17.4662933,12.0,Vorraum 5C-15,0.0
4377,22,17.4786129,12.0,4C-01.1,0.0
4379,22,17.4821129,12.0,4C-01.2,0.0
4380,22,17.484539,12.0,Flur 4. OG Übergang,0.0
4381,23,8.834164,12.0,Flur 4. OG Übergang,0.0
4382,23,8.83584,12.0,Flur 4. OG Übergang,0.0
4383,23,8.837565,12.0,4C-01.2,0.0
4384,23,8.839258,12.0,4C-01.1,0.0
4385,23,8.840934,12.0,4C-01.1,0.0
4386,23,8.842627,12.0,4C-01.1,0.0
4387,23,8.844336,12.0,4C-01.1,0.0
4389,23,8.85296249,12.0,5C-15,0.0
4390,23,8.854736,12.0,5C-15,0.0
4435,23,11.5534506,12.0,5C-15,0.0
4437,23,11.5569992,12.0,Vorraum 5C-15,0.0
4438,23,11.5587082,12.0,5C-01.1,0.0
4440,23,11.58584,12.0,5C-01.1,0.0
4441,23,11.5875168,12.0,Vorraum 5C-15,0.0
4443,23,11.5910482,12.0,5C-15,0.0
4453,23,12.0912924,12.0,5C-15,0.0
4454,23,12.09305,12.0,5C-15,0.0
4455,23,12.0947914,12.0,Vorraum 5C-15,0.0
4457,23,12.1618166,12.0,Vorraum 5C-15,0.0
4458,23,12.1635094,12.0,Vorraum 5C-15,0.0
4459,23,12.1653481,12.0,5C-15,0.0
4462,23,12.1742191,12.0,4C-01.1,0.0
4463,23,12.175993,12.0,4C-01.1,0.0
4464,23,12.1780758,12.0,4C-01.1,0.0
4465,23,12.17985,12.0,4C-01.2,0.0
4466,23,12.1815586,12.0,Flur 4. OG Übergang,0.0
4467,23,12.1833982,12.0,Flur 4. OG Übergang,0.0
4468,23,12.6467934,12.0,Flur 4. OG Übergang,0.0
4469,23,12.6486168,12.0,Flur 4. OG Übergang,0.0
4470,23,12.6503582,12.0,4C-01.2,0.0
4471,23,12.6521,12.0,4C-01.1,0.0
4472,23,12.6538086,12.0,4C-01.1,0.0
4473,23,12.6554689,12.0,4C-01.1,0.0
4476,23,12.6659336,12.0,5C-15,0.0
4477,23,12.6676426,12.0,5C-15,0.0
4531,23,13.9417152,12.0,5C-15,0.0
4532,23,13.9434414,12.0,5C-15,0.0
4533,23,13.9460611,12.0,Küche 5. OG,0.0
4534,23,13.9628744,12.0,Küche 5. OG,0.0
4535,23,13.9647141,12.0,Küche 5. OG,0.0
4536,23,13.9664383,12.0,5C-15,0.0
4537,23,13.96818,12.0,5C-15,0.0
4538,23,13.9699059,12.0,5C-15,0.0
4550,23,14.6967936,12.0,5C-15,0.0
4551,23,14.6985512,12.0,Vorraum 5C-15,0.0
4572,23,14.7617512,12.0,5C-15,0.0
4573,23,14.76346,12.0,5C-15,0.0
4602,23,16.1036949,12.0,5C-15,0.0
4603,23,16.10542,12.0,5C-15,0.0
4604,23,16.1072578,12.0,Küche 5. OG,0.0
4605,23,16.1297684,12.0,Küche 5. OG,0.0
4606,23,16.1315117,12.0,Küche 5. OG,0.0
4607,23,16.1332855,12.0,5C-15,0.0
4608,23,16.1349945,12.0,5C-15,0.0
4623,23,16.45739,12.0,5C-15,0.0
4624,23,16.45739,12.0,5C-15,0.0
4625,23,16.46053,12.0,Vorraum 5C-15,0.0
4626,23,16.46053,12.0,Vorraum 5C-15,0.0
4627,23,16.4622383,12.0,Vorraum 5C-15,0.0
4628,23,16.4622383,12.0,Vorraum 5C-15,0.0
4629,23,16.4639816,12.0,5C-01.1,0.0
4630,23,16.4639816,12.0,5C-01.1,0.0
4633,23,16.4907551,12.0,5C-01.1,0.0
4634,23,16.4907551,12.0,5C-01.1,0.0
4635,23,16.4925461,12.0,Vorraum 5C-15,0.0
4636,23,16.4925461,12.0,Vorraum 5C-15,0.0
4637,23,16.4942551,12.0,5C-15,0.0
4638,23,16.4942551,12.0,5C-15,0.0
4639,23,16.4960442,12.0,5C-15,0.0
4640,23,16.4960442,12.0,5C-15,0.0
4658,23,17.6936188,12.0,4C-01.1,0.0
4659,23,17.6953926,12.0,4C-01.1,0.0
4660,23,17.6972,12.0,4C-01.1,0.0
4661,23,17.6988773,12.0,4C-01.2,0.0
4662,23,17.7006512,12.0,Flur 4. OG Übergang,0.0
4663,26,8.904916,12.0,Flur 4. OG Übergang,0.0
4664,26,8.906625,12.0,Flur 4. OG Übergang,0.0
4665,26,8.908334,12.0,4C-01.2,0.0
4666,26,8.910124,12.0,4C-01.1,0.0
4667,26,8.911898,12.0,4C-01.1,0.0
4668,26,8.913574,12.0,4C-01.1,0.0
4669,26,8.915316,12.0,4C-01.1,0.0
4671,26,8.924625,12.0,5C-15,0.0
4672,26,8.926351,12.0,5C-15,0.0
4673,26,8.928142,12.0,5C-15,0.0
4685,26,10.2473631,12.0,5C-15,0.0
4686,26,10.2490721,12.0,5C-15,0.0
4687,26,10.25083,12.0,Küche 5. OG,0.0
4688,26,10.2525387,12.0,Küche 5. OG,0.0
4689,26,10.3082523,12.0,Küche 5. OG,0.0
4690,26,10.3100586,12.0,Küche 5. OG,0.0
4691,26,10.3118162,12.0,5C-15,0.0
4692,26,10.3136234,12.0,5C-15,0.0
4704,26,11.6058273,12.0,5C-15,0.0
4705,26,11.607585,12.0,Vorraum 5C-15,0.0
4706,26,11.6093426,12.0,5C-01.1,0.0
4709,26,11.6379395,12.0,5C-01.1,0.0
